Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Chiam, E., Bellomo, R., Churilov, L., Weinberg, L.","55667796600; 35447905100; 55760633900; 7006925430","The hemodynamic effects of intravenous paracetamol (acetaminophen) vs normal saline in cardiac surgery patients: A single center placebo controlled randomized study",2018,"PLoS ONE",13,"4", e0195931,,,,3,10.1371/journal.pone.0195931,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045530260&partnerID=40&md5=3deca9899c41b1313c2dd13aa3ccf636",Article,Final,Open Access,Scopus,2-s2.0-85045530260
"Jessop, B.M.","7004230901","American Eel Fecundity and Ovary Maturation in Relation to Body Size and Geographic Distribution",2018,"Marine and Coastal Fisheries",10,"2",,169,189,,1,10.1002/mcf2.10011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045914804&partnerID=40&md5=c512fc18e7bbc87c7c9749fc245f2347",Article,Final,Open Access,Scopus,2-s2.0-85045914804
"Yuan, S., Yu, H.J., Liu, M.W., Huang, Y., Yang, X.H., Tang, B.W., Song, Y., Cao, Z.K., Wu, H.J., He, Q.Q., Gasevic, D.","56506115600; 57193224509; 57197784689; 57188833298; 57194342059; 57193401253; 57197779587; 57194345881; 57190293313; 56433766800; 40461245300","The association of fruit and vegetable consumption with changes in weight and body mass index in Chinese adults: a cohort study",2018,"Public Health",157,"",,121,126,,3,10.1016/j.puhe.2018.01.027,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042861345&partnerID=40&md5=02fdeacb1d5415d610649b169c572f7a",Article,Final,,Scopus,2-s2.0-85042861345
"Zuj, D.V., Palmer, M.A., Malhi, G.S., Bryant, R.A., Felmingham, K.L.","56453355700; 35305635700; 35461730100; 7402594156; 6602973830","Endogenous salivary α-amylase does not interact with skin conductance response during fear extinction in posttraumatic stress disorder",2018,"Psychiatry Research",262,"",,316,322,,2,10.1016/j.psychres.2018.02.016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042480786&partnerID=40&md5=50a116080287870b77687cb426a3a162",Article,Final,,Scopus,2-s2.0-85042480786
"Costa, E.A., Finger, C.A.G., Fleig, F.D.","55912733100; 23394765600; 23008206600","Modelling growing space for araucaria | Modelagem do espaço de crescimento para araucária",2018,"Ciencia Florestal",28,"2",,725,734,,,10.5902/1980509832085,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049516474&partnerID=40&md5=274141a637a4847f19118c9c0149d14e",Article,Final,Open Access,Scopus,2-s2.0-85049516474
"del Pozo-Cruz, B., Carrick-Ranson, G., Reading, S., Nolan, P., Dalleck, L.C.","42061354100; 14062902300; 7003373860; 56014283600; 6507547421","The relationship between exercise dose and health-related quality of life with a phase III cardiac rehabilitation program",2018,"Quality of Life Research",27,"4",,993,998,,,10.1007/s11136-018-1784-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040657851&partnerID=40&md5=acd0f05ecbea21e4218c963603904837",Article,Final,,Scopus,2-s2.0-85040657851
"Araujo, F.X.D., Scholl Schell, M., Ferreira, G.E., Pessoa, M.D.V., de Oliveira, L.R., Borges, B.G., Macagnan, F.E., Plentz, R.D.M., Silva, M.F.","57185052000; 57193932304; 55914980200; 57195676366; 57195680414; 57195678767; 24344924900; 56139842400; 7403410216","Autonomic function and pressure pain threshold following thoracic mobilization in asymptomatic subjects: A randomized controlled trial",2018,"Journal of Bodywork and Movement Therapies",22,"2",,313,320,,2,10.1016/j.jbmt.2017.09.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029538690&partnerID=40&md5=d3b954a2f1b18c67b0a207f7ad714b6f",Article,Final,,Scopus,2-s2.0-85029538690
"Park, H.-S., Kang, Y.","56175768400; 14042006400","Effects of heated-humidified anesthetic gas in the elderly patients with colorectal cancer during laparoscopic surgery: Randomized controlled trial",2018,"Korean Journal of Adult Nursing",30,"2",,206,215,,,10.7475/kjan.2018.30.2.206,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85046750890&partnerID=40&md5=a4a077fa762ab244b357ea9a683fe0c3",Article,Final,Open Access,Scopus,2-s2.0-85046750890
"Sharma, N.K., Sharma, K., Singh, R., Sharma, S.K., Anand, A.","51161795900; 55605328600; 35249857400; 57203101910; 57203231052","CCL2 single nucleotide polymorphism of rs1024611 implicates prominence of inflammatory cascade by univariate modeling in Indian AMD",2018,"PLoS ONE",13,"4", e0193423,,,,,10.1371/journal.pone.0193423,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045657391&partnerID=40&md5=d89aadb96969e8e6e0024bfbdf10add9",Article,Final,Open Access,Scopus,2-s2.0-85045657391
"Zeng, R., Myers, L., Lancman, M.","56259097500; 7202503850; 7003472337","Post-traumatic stress and relationships to coping and alexithymia in patients with psychogenic non-epileptic seizures",2018,"Seizure",57,"",,70,75,,5,10.1016/j.seizure.2018.03.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044154141&partnerID=40&md5=8ea0682cc0678c1be9945d23abafdc19",Article,Final,Open Access,Scopus,2-s2.0-85044154141
"Cushman, W.C., Bakris, G.L., White, W.B., Weber, M.A., Sica, D., Roberts, A., Lloyd, E., Kupfer, S.","7004956674; 35371943700; 36047547400; 36047824700; 35372877800; 7404498104; 56494385500; 8614200700","A randomized titrate-To-Target study comparing fixed-dose combinations of azilsartanmedoxomil and chlorthalidone with olmesartan and hydrochlorothiazide in stage-2 systolic hypertension",2018,"Journal of Hypertension",36,"4",,947,956,,,10.1097/HJH.0000000000001647,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047745311&partnerID=40&md5=660806eda79a3e18f692216e7bec9416",Article,Final,,Scopus,2-s2.0-85047745311
"Joswig, H., Korte, W., Früh, S., Epprecht, L., Hildebrandt, G., Fournier, J.-Y., Stienen, M.N.","40761361800; 57206376992; 57194536407; 56671399600; 7102870565; 25723087900; 35097851300","Neurodegenerative cerebrospinal fluid biomarkers tau and amyloid beta predict functional, quality of life, and neuropsychological outcomes after aneurysmal subarachnoid hemorrhage",2018,"Neurosurgical Review",41,"2",,605,614,,2,10.1007/s10143-017-0900-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028990321&partnerID=40&md5=249e27c003006402e7e3cdea4833d8df",Article,Final,,Scopus,2-s2.0-85028990321
"Semykina, A.","24169980300","Self-employment among women: Do children matter more than we previously thought?",2018,"Journal of Applied Econometrics",33,"3",,416,434,,,10.1002/jae.2596,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028711689&partnerID=40&md5=bcd2347503a94fd5c19dda36fa85f138",Article,Final,,Scopus,2-s2.0-85028711689
"Slomp, C., Morris, E., Inglis, A., Lehman, A., Austin, J.","57200679051; 56768908600; 54684116800; 7006050672; 7402093250","Patient outcomes of genetic counseling: Assessing the impact of different approaches to family history collection",2018,"Clinical Genetics",93,"4",,830,836,,4,10.1111/cge.13176,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042148047&partnerID=40&md5=770082453b0a432cd84b32fe226f0d7a",Article,Final,,Scopus,2-s2.0-85042148047
"Onslow, M., Jones, M., O’Brian, S., Packman, A., Menzies, R., Lowe, R., Arnott, S., Bridgman, K., de Sonneville, C., Franken, M.-C.","7003689574; 8617533500; 6602938376; 7005340211; 35547149300; 55226184600; 56378069400; 57191828799; 56798483000; 6701600596","Comparison of percentage of syllables stuttered with parent-reported severity ratings as a primary outcome measure in clinical trials of early stuttering treatment",2018,"Journal of Speech, Language, and Hearing Research",61,"4",,811,819,,1,10.1044/2017_JSLHR-S-16-0448,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045525462&partnerID=40&md5=39629c7bd73713e7b211662fecc66384",Article,Final,,Scopus,2-s2.0-85045525462
"Ponsoni, A., Branco, L.D., Cotrena, C., Shansis, F.M., Grassi-Oliveira, R., Fonseca, R.P.","57193552331; 55617017600; 36863341300; 6506403741; 13103077200; 24503189700","Self-reported inhibition predicts history of suicide attempts in bipolar disorder and major depression",2018,"Comprehensive Psychiatry",82,"",,89,94,,5,10.1016/j.comppsych.2018.01.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042000710&partnerID=40&md5=4ce1581ee2d3a496033a444acba8af94",Article,Final,,Scopus,2-s2.0-85042000710
"Karageorghis, C.I., Bruce, A.C., Pottratz, S.T., Stevens, R.C., Bigliassi, M., Hamer, M.","6701527399; 57201261196; 57201256221; 57201252194; 55632967800; 8502496600","Psychological and Psychophysiological Effects of Recuperative Music Postexercise",2018,"Medicine and Science in Sports and Exercise",50,"4",,739,746,,5,10.1249/MSS.0000000000001497,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044048858&partnerID=40&md5=e61e3d360aaaa9666efb241e82b0d1b0",Article,Final,,Scopus,2-s2.0-85044048858
"Vesterlund, G.K., Keller, A.C., Heitmann, B.L.","57192977033; 56209030300; 16942221800","Changes in job strain and subsequent weight gain: A longitudinal study, based on the Danish Nurse Cohort",2018,"Public Health Nutrition",21,"6",,1131,1138,,1,10.1017/S136898001700355X,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85038219468&partnerID=40&md5=c9e8f6c56392fd765633f4f50b3fef17",Article,Final,Open Access,Scopus,2-s2.0-85038219468
"Im, E.-O., Hu, Y., Cheng, C.-Y., Ko, Y., Chee, E., Chee, W.","7006718899; 57196057215; 55539712500; 55061523300; 57204958455; 7005669074","Clusters of midlife women identified by cognitive symptoms",2018,"Maturitas",110,"",,33,40,,,10.1016/j.maturitas.2018.01.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043344152&partnerID=40&md5=e3e4b22299e9f4157fd3338093be24a6",Article,Final,,Scopus,2-s2.0-85043344152
"Schubring, D., Popov, T., Miller, G.A., Rockstroh, B.","56179328000; 24537647800; 35555904700; 7005647884","Consistency of abnormal sensory gating in first-admission and chronic schizophrenia across quantification methods",2018,"Psychophysiology",55,"4", e13006,,,,2,10.1111/psyp.13006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043681800&partnerID=40&md5=efbcbc24982219ff6300aa15aad90703",Article,Final,,Scopus,2-s2.0-85043681800
"Barnett, M.D., Sligar, K.B., Wang, C.D.C.","26038944100; 57193312329; 57207370734","Religious Affiliation, Religiosity, Gender, and Rape Myth Acceptance: Feminist Theory and Rape Culture",2018,"Journal of Interpersonal Violence",33,"8",,1219,1235,,4,10.1177/0886260516665110,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044109077&partnerID=40&md5=b27bf28954500fa078eed13c0238c102",Article,Final,,Scopus,2-s2.0-85044109077
"Notay, K., Lee, J.B., Incognito, A.V., Seed, J.D., Arthurs, A.A., Millar, P.J.","57191887551; 57195218920; 56974263200; 57191890263; 57201252172; 14825521500","Muscle Strength Influences Pressor Responses to Static Handgrip in Men and Women",2018,"Medicine and Science in Sports and Exercise",50,"4",,778,784,,9,10.1249/MSS.0000000000001485,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044078899&partnerID=40&md5=955594380af33d652ed683c5b6ea7de3",Article,Final,,Scopus,2-s2.0-85044078899
"Pucciarelli, V., Gibelli, D., Barni, L., Gagliano, N., Dolci, C., Sforza, C.","56664482000; 26532520200; 57200005756; 6701720160; 6602132830; 7005225305","Assessing Normal Smiling Function Through 3D–3D Surfaces Registration: An Innovative Method for the Assessment of Facial Mimicry",2018,"Aesthetic Plastic Surgery",42,"2",,456,463,,2,10.1007/s00266-017-1028-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85038639610&partnerID=40&md5=184dc879168a52d6f596da086c43b01e",Article,Final,,Scopus,2-s2.0-85038639610
"Rozental, A., Shafran, R., Wade, T.D., Kothari, R., Egan, S.J., Ekberg, L., Wiss, M., Carlbring, P., Andersson, G.","55933429800; 7003543961; 57201705376; 55770507100; 10143304600; 57202279526; 57202293353; 6603291354; 7202645907","Guided web-based cognitive behavior therapy for perfectionism: Results from two different randomized controlled trials",2018,"Journal of Medical Internet Research",20,"4", e154,,,,4,10.2196/jmir.9823,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047736562&partnerID=40&md5=444f8999703ae0b14a92b587620c50b0",Article,Final,Open Access,Scopus,2-s2.0-85047736562
"Pasha, H., Basirat, Z., Faramarzi, M., Kheirkhah, F.","26658598200; 15043557000; 8928307700; 23980424100","Comparative effectiveness of antidepressant medication versus psychological intervention on depression symptoms in women with infertility and sexual dysfunction",2018,"International Journal of Fertility and Sterility",12,"1",,6,12,,,10.22074/ijfs.2018.5229,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040715806&partnerID=40&md5=adc20afb11871d43f5f8c7243c7a1923",Article,Final,,Scopus,2-s2.0-85040715806
"Chang, W.-C., Lin, C.-S., Yang, C.-Y., Lin, C.-K., Chen, Y.-W.","56912642700; 57134006700; 57188833708; 9740287900; 24167872700","Lymph node density as a prognostic predictor in patients with betel nut-related oral squamous cell carcinoma",2018,"Clinical Oral Investigations",22,"3",,1513,1521,,2,10.1007/s00784-017-2247-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031909635&partnerID=40&md5=11f6ee70f91fa86f7683e19cda95cff5",Article,Final,Open Access,Scopus,2-s2.0-85031909635
"Mizuta, A., Okada, E., Nakamura, M., Yamaguchi, H., Ojima, T.","57192190116; 42462193700; 9639558300; 57195939108; 7004792968","Association between the time perspective and type of involvement in bullying among adolescents: A cross-sectional study in Japan",2018,"Japan Journal of Nursing Science",15,"2",,156,166,,2,10.1111/jjns.12182,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030252137&partnerID=40&md5=478542c6b15a88dc398ba6afffc6e3a2",Article,Final,,Scopus,2-s2.0-85030252137
"Bell, B.M., Martinez, L., Gotsis, M., Lane, H.C., Davis, J.N., Antunez-Castillo, L., Ragusa, G., Spruijt-Metz, D.","57200283942; 56606667900; 12799407900; 25722611000; 12445137700; 56770146200; 25655216600; 6603006948","Virtual Sprouts: A Virtual Gardening Pilot Intervention Increases Self-Efficacy to Cook and Eat Fruits and Vegetables in Minority Youth",2018,"Games for Health Journal",7,"2",,127,135,,,10.1089/g4h.2017.0102,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045414511&partnerID=40&md5=906ded1cefd7a327452700c060354350",Article,Final,,Scopus,2-s2.0-85045414511
"Lin, L.-E., Lo, S.-C., Liu, C.-Y., Chen, S.-C., Wu, W.-C., Liu, W.-I.","57206687487; 56799736500; 57200872103; 8502791500; 57207082362; 24448224500","Effectiveness of Needs-oriented Hospital Discharge Planning for Caregivers of Patients With Schizophrenia",2018,"Archives of Psychiatric Nursing",32,"2",,180,187,,,10.1016/j.apnu.2017.10.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032990441&partnerID=40&md5=96892c43282aba0cde237cd09d22aabc",Article,Final,,Scopus,2-s2.0-85032990441
"Planckaert, C., Larose, G., Ranger, P., Lacelle, M., Fuentes, A., Hagemeister, N.","57200220956; 57200224224; 6602765922; 55735566600; 36552304200; 6603219945","Total knee arthroplasty with unexplained pain: new insights from kinematics",2018,"Archives of Orthopaedic and Trauma Surgery",138,"4",,553,561,,5,10.1007/s00402-018-2873-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040359976&partnerID=40&md5=6f4701e64b4145cb23473c53e6dd019a",Article,Final,,Scopus,2-s2.0-85040359976
"Celler, B., Argha, A., Varnfield, M., Jayasena, R.","7007177311; 25821553000; 37015718600; 56040709500","Patient adherence to scheduled vital sign measurements during home telemonitoring: Analysis of the intervention arm in a before and after trial",2018,"Journal of Medical Internet Research",20,"4", e15,,,,3,10.2196/medinform.9200,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047736036&partnerID=40&md5=c6917bbfe3dea10868f05bb446a50614",Article,Final,Open Access,Scopus,2-s2.0-85047736036
"Pei, C.S., Appannah, G., Sulaiman, N.","57201492523; 57201256374; 36242331300","Household food insecurity, diet quality, and weight status among indigenous women (Mah meri) in peninsular Malaysia",2018,"Nutrition Research and Practice",12,"2",,135,142,,7,10.4162/nrp.2018.12.2.135,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045098900&partnerID=40&md5=7d487dd15bfffeef6b9cd9ffd4b4665a",Article,Final,Open Access,Scopus,2-s2.0-85045098900
"Moerbeek, M.","6603409277","Cost-efficient designs for three-arm trials with treatment delivered by health professionals: Sample sizes for a combination of nested and crossed designs",2018,"Clinical Trials",15,"2",,169,177,,,10.1177/1740774517750622,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041538195&partnerID=40&md5=5a920d0837af0d694abbcade1d73c5ac",Article,Final,Open Access,Scopus,2-s2.0-85041538195
"Chang, C.-C., Warden, C.A., Liang, C., Chou, P.-N.","7407042096; 8590706100; 23492999700; 36993017100","Performance, cognitive load, and behaviour of technology-assisted English listening learning: From CALL to MALL",2018,"Journal of Computer Assisted Learning",34,"2",,105,114,,3,10.1111/jcal.12218,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85038087116&partnerID=40&md5=ef0747d92e56a69267d87ca696ecf116",Article,Final,,Scopus,2-s2.0-85038087116
"Etcheson, J.I., Gwam, C.U., George, N.E., Virani, S., Mont, M.A., Delanois, R.E.","57190392132; 57191669161; 57193580559; 57196453258; 7005154075; 6506852911","Patients With Major Depressive Disorder Experience Increased Perception of Pain and Opioid Consumption Following Total Joint Arthroplasty",2018,"Journal of Arthroplasty",33,"4",,997,1002,,10,10.1016/j.arth.2017.10.020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85033408195&partnerID=40&md5=b11b46f148429984282b340c2413310e",Article,Final,,Scopus,2-s2.0-85033408195
"Joyce, J., Gitomer, D.H., Iaconangelo, C.J.","57191224009; 6506661181; 57188812240","Classroom assignments as measures of teaching quality",2018,"Learning and Instruction",54,"",,48,61,,5,10.1016/j.learninstruc.2017.08.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029221559&partnerID=40&md5=88a3174a4d20873ca78ee928c0cb8694",Article,Final,Open Access,Scopus,2-s2.0-85029221559
"Gillig, T.K., Rosenthal, E.L., Murphy, S.T., Folb, K.L.","56483266800; 57195275688; 35613807200; 57195279099","More than a Media Moment: The Influence of Televised Storylines on Viewers’ Attitudes toward Transgender People and Policies",2018,"Sex Roles",78,"7-8",,515,527,,7,10.1007/s11199-017-0816-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026768918&partnerID=40&md5=8e8df226627c7c5a212c1f44c6d2010a",Article,Final,,Scopus,2-s2.0-85026768918
"Zhu, J., Ebert, L., Liu, X., Wei, D., Chan, S.W.-C.","55994108200; 22978887500; 56712263100; 57202283759; 7404256351","Mobile breast cancer e-support program for chinese women with breast cancer undergoing chemotherapy (Part 2): Multicenter randomized controlled trial",2018,"JMIR mHealth and uHealth",6,"4", e104,,,,4,10.2196/mhealth.9438,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060391075&partnerID=40&md5=a0ef7a11f1110dbcd8865f3fa8165796",Article,Final,Open Access,Scopus,2-s2.0-85060391075
"Taylor, K., Scruggs, P.W., Balemba, O.B., Wiest, M.M., Vella, C.A.","56010115000; 6602229372; 6603110882; 23010809900; 8920880600","Associations between physical activity, resilience, and quality of life in people with inflammatory bowel disease",2018,"European Journal of Applied Physiology",118,"4",,829,836,,4,10.1007/s00421-018-3817-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041591916&partnerID=40&md5=af8a5880bb2770125ab376e16a015106",Article,Final,,Scopus,2-s2.0-85041591916
"Zhu, J., Ebert, L., Liu, X., Wei, D., Chan, S.W.-C.","55994108200; 22978887500; 56712263100; 57202283759; 7404256351","Mobile breast cancer e-support program for Chinese women with breast cancer undergoing chemotherapy (Part 2): Multicenter randomized controlled trial",2018,"Journal of Medical Internet Research",20,"4", e104,,,,1,10.2196/mhealth.9438,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047742797&partnerID=40&md5=9b48e2217a352865487fd23b9620b036",Article,Final,Open Access,Scopus,2-s2.0-85047742797
"Braatz, J., Harloff, H.-J., Emrani, N., Elisha, C., Heepe, L., Gorb, S.N., Jung, C.","57194509480; 6602928478; 56741486900; 57200284939; 37005373800; 56962771500; 55497510900","The effect of INDEHISCENT point mutations on silique shatter resistance in oilseed rape (Brassica napus)",2018,"Theoretical and Applied Genetics",131,"4",,959,971,,6,10.1007/s00122-018-3051-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040544730&partnerID=40&md5=4a1be265f8d9b48161e5d443c9ac8ff4",Article,Final,,Scopus,2-s2.0-85040544730
"McCarthy, H., Stanley, J., Piech, R., Skokauskas, N., Mulligan, A., Donohoe, G., Mullins, D., Kelly, J., Johnson, K., Fagan, A., Gill, M., Meaney, J., Frodl, T.","55961673200; 57201272183; 30267877500; 25629856500; 23570979700; 6701858763; 57208855361; 36037711700; 55697125600; 7006947433; 35228962600; 7003269551; 6701714340","Childhood-Diagnosed ADHD, Symptom Progression, and Reversal Learning in Adulthood",2018,"Journal of Attention Disorders",22,"6",,561,570,,1,10.1177/1087054716661233,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85038256025&partnerID=40&md5=eb642c1b65e5b71c5de892a054af40d4",Article,Final,,Scopus,2-s2.0-85038256025
"Brandenberger, C.C., Hagenauer, G., Hascher, T.","57194625703; 37010994600; 6506019880","Promoting students’ self-determined motivation in maths: results of a 1-year classroom intervention",2018,"European Journal of Psychology of Education",33,"2",,295,317,,3,10.1007/s10212-017-0336-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021300592&partnerID=40&md5=2254d255ef60da0f6f0af09322afa6b4",Article,Final,,Scopus,2-s2.0-85021300592
"Wang, J., Jamnik, J., García-Bailo, B., Nielsen, D.E., Jenkins, D.J.A., El-Sohemy, A.","56115522800; 55645880100; 23972090700; 37020337000; 34769634900; 6701540724","ABO genotype does not modify the association between the ""Blood-Type"" diet and biomarkers of cardiometabolic disease in overweight adults",2018,"Journal of Nutrition",148,"4",,518,525,,1,10.1093/jn/nxx074,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045631836&partnerID=40&md5=2fdf789807c5437ffa494f1ab1f80ed0",Article,Final,Open Access,Scopus,2-s2.0-85045631836
"Blanchard, T.C., Piantadosi, S.T., Hayden, B.Y.","55858413500; 16146718300; 8703418800","Robust mixture modeling reveals category-free selectivity in reward region neuronal ensembles",2018,"Journal of Neurophysiology",119,"4",,1305,1318,,6,10.1152/jn.00808.2017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045400500&partnerID=40&md5=e6c4ebfda15cf81cc8b73ee5448e4c62",Article,Final,,Scopus,2-s2.0-85045400500
"Iacovou, M., Mulcahy, E.C., Truby, H., Barrett, J.S., Gibson, P.R., Muir, J.G.","41261260200; 56721255500; 6602403534; 19336738200; 16405639800; 7202728581","Reducing the maternal dietary intake of indigestible and slowly absorbed short-chain carbohydrates is associated with improved infantile colic: a proof-of-concept study",2018,"Journal of Human Nutrition and Dietetics",31,"2",,256,265,,4,10.1111/jhn.12488,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044068884&partnerID=40&md5=4c76f30e58584d185af8cbbc775320d0",Article,Final,,Scopus,2-s2.0-85044068884
"Rodrigues, J.C.L., Amadu, A.M., Ghosh Dastidar, A., Harries, I., Burchell, A.E., Ratcliffe, L.E.K., Hart, E.C., Hamilton, M.C.K., Paton, J.F.R., Nightingale, A.K., Manghat, N.E.","55547631800; 57189601873; 56964333400; 16052530200; 55486056000; 55485771600; 35728952000; 24338061400; 55486090800; 7004223890; 9635925300","Noctural dipping status and left ventricular hypertrophy: A cardiac magnetic resonance imaging study",2018,"Journal of Clinical Hypertension",20,"4",,784,793,,2,10.1111/jch.13235,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043377242&partnerID=40&md5=255add725805aab319bcd055038c0a98",Article,Final,,Scopus,2-s2.0-85043377242
"Sicras-Mainar, A., Navarro-Artieda, R., Sáez-Zafra, M.","55878272200; 6506432908; 7006539090","Comorbidity, concomitant medication, use of resources and healthcare costs associated with chronic hepatitis C virus carriers in Spain | Comorbilidad, medicación concomitante, uso de recursos y costes sanitarios asociados a los pacientes portadores del virus de la hepatitis C crónica en España",2018,"Gastroenterologia y Hepatologia",41,"4",,234,244,,3,10.1016/j.gastrohep.2017.11.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85039056795&partnerID=40&md5=098e20e9dcb28d3e5f5aa62ad74a1c65",Article,Final,,Scopus,2-s2.0-85039056795
"Alehagen, U., Aaseth, J., Alexander, J., Johansson, P.","6603196788; 55288407200; 7404459394; 35262074000","Still reduced cardiovascular mortality 12 years after supplementation with selenium and coenzyme Q10 for four years: A validation of previous 10-year follow-up results of a prospective randomized double-blind placebo-controlled trial in elderly",2018,"PLoS ONE",13,"4", e0193120,,,,6,10.1371/journal.pone.0193120,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045183160&partnerID=40&md5=615e0b78dc1c0c8a52ae6e93f431a322",Article,Final,Open Access,Scopus,2-s2.0-85045183160
"Waite, H.R., Donnelly, M.J., Walters, L.J.","57193759494; 7102824762; 7102237295","Quantity and types of microplastics in the organic tissues of the eastern oyster Crassostrea virginica and Atlantic mud crab Panopeus herbstii from a Florida estuary",2018,"Marine Pollution Bulletin",129,"1",,179,185,,8,10.1016/j.marpolbul.2018.02.026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044285196&partnerID=40&md5=5ca00120f9405a12f081b9c214af4b7b",Article,Final,,Scopus,2-s2.0-85044285196
"Rambau, S., Forstner, A.J., Wegener, I., Mücke, M., Wissussek, C.T.S., Staufenbiel, S.M., Geiser, F., Schumacher, J., Conrad, R.","55356203800; 57207902671; 35390131100; 56364149300; 57200757729; 55520835100; 7006673306; 57038017300; 7202263805","Childhood adversities, bonding, and personality in social anxiety disorder with alcohol use disorder",2018,"Psychiatry Research",262,"",,295,302,,,10.1016/j.psychres.2018.02.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042348753&partnerID=40&md5=e763f3f8325580bce6adcb1e7fa607d2",Article,Final,,Scopus,2-s2.0-85042348753
"Xu, C., Mathews, A.E., Rodrigues, C., Eudy, B.J., Rowe, C.A., O'Donoughue, A., Percival, S.S.","57191891019; 25959291800; 57200134464; 57200127454; 36846757200; 55308073000; 7004837392","Aged garlic extract supplementation modifies inflammation and immunity of adults with obesity: A randomized, double-blind, placebo-controlled clinical trial",2018,"Clinical Nutrition ESPEN",24,"",,148,155,,9,10.1016/j.clnesp.2017.11.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85039862794&partnerID=40&md5=49ab29977f455e89ff85336d0ce909fd",Article,Final,Open Access,Scopus,2-s2.0-85039862794
"Sterling, A.","35307991700","Grammar in boys with idiopathic autism spectrum disorder and boys with fragile X syndrome plus autism spectrum disorder",2018,"Journal of Speech, Language, and Hearing Research",61,"4",,857,869,,4,10.1044/2017_JSLHR-L-17-0248,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045514732&partnerID=40&md5=8e6db6d2a86f6824762079a880d7d301",Article,Final,,Scopus,2-s2.0-85045514732
"Lu, Q., Bai, J., Zhang, G., Zhao, Q., Wu, J.","55544934100; 7403131677; 56799281700; 55544876100; 56840894700","Spatial and seasonal distribution of carbon, nitrogen, phosphorus, and sulfur and their ecological stoichiometry in wetland soils along a water and salt gradient in the Yellow River Delta, China",2018,"Physics and Chemistry of the Earth",104,"",,9,17,,5,10.1016/j.pce.2018.04.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045234478&partnerID=40&md5=64c583f5462df3ef9df0dd0dd7b5e90b",Article,Final,,Scopus,2-s2.0-85045234478
